,item,supplier,ref,description,spec,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,fabric,trims,outer,inner
1215,,,,"#rl-pin
leather patch w/ metal logo",none,,,left sleeve,,,,black ,tan ,tan ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1216,,,,"#rm-08
grommet for lift ticket",none,,,"right side seam, above 37.5 woven label",,,,x6 black oxides ,x6 black oxides ,x6 black oxides ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1217,,,,#a108-1 key clip,none,,,inside right hand pocket,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1218,,,,"#rt-lthr-zp
leather zipper puller",none,,,cf zipper puller,,,,black ,tan ,tan ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1219,,,,8mm logo rivet,none,,,cf zipper puller,,,,x6 black oxides ,i antique brass ,i antique brass ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1220,,,,"""zipnrip"" screen print",none,,,on power skirt,,,,white ,white ,white ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1221,,,,faux suede leather,none,,,hand pocket decoration,,,,black ,tan ,tan ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1222,,,,"#rt-003
silicone zipper puller",none,,,"chest pocket(2), hand pocket(2), vent(2), media pocket(1), zip to pant(1)",,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1223,,,,"#s080
cordlock",none,,,back hood adjustment,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1224,,,,"#zm057
cordura grip tab",none,,,back hood adjustment,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1225,,,,"#0350034
rubberized bead cord stopper",none,,,waist drawcord adjustment,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1226,,,,"1/4""  herringbone webbing",none,,,back hood- leash for cordlock,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1227,,,,3mm elastic bungee cord ,none,,,hood,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1228,,,,"#1414
14mm plastic stock snap (set)",none,,,powder skirt,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1229,,,,"#1414
14mm plastic stock snap (male part)",none,,,powder skirt 2nd row for adjustment ,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1230,,,,"#0509
ykk metal snap (s-spring)",none,,,"storm flap(2 full set), hand pocket flap(2 cap only)",,,,x6 black oxides ,i antique brass ,i antique brass ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1231,,,,stock gripper,none,,,powder skirt,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1232,,,,12mm non-logo grommet,none,,,back hood drawcord exit ,,,,black oxides ,i antique brass ,i antique brass ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1233,,,,10mm non-logo grommet,none,,,"front hood drawcord exit(2), waist drawcord exit(2), bottom hem drawcord exit(2)",,,,black oxides ,i antique brass ,i antique brass ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1234,,,,20mm elastine binding,none,,,"media pocket cord outlet, inner mesh pocket",,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1235,,,,10mm tape,none,,,zip to pant zipper tape back side clean finish binding,,,,black ,black ,black ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1236,,,,"#cap-31
faux leather cordlock",none,,,"front hood(2), hem(2)",,,,black ,brown ,brown ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1237,,,,"#rt-dc-slub
circle drawcords ",none,,,"hood, hem, waist",,,,black/brown ,black/brown ,black/brown ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1238,,,,drawcord end tips,none,,,drawcord tips,,,,antique brass ,antique brass ,antique brass ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1239,,,,clear tpu,none,,,media pocket,,,,clear ,clear ,clear ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1240,,,,"velcro 2"" l x 1/2"" w hook & loop",none,,,"storm flap(4), hand pocket(2)",,,,ykk black #580 ,ykk olive #566 ,ykk khaki #tb170 ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1241,,,,velcro 4 l x 1 w loop,none,,,cuff adjustment,,,,ykk black #580 ,ykk olive #566 ,ykk khaki #tb170 ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1242,,,,"velcro 2"" l x 1"" w hook",none,,,cuff adjustment,,,,ykk black #580 ,ykk olive #566 ,ykk khaki #tb170 ,none ,none ,,,,ride,18m20-08 beacon jacket,0,1,1,0
1243,,drytex,,"shell 1 colors 1
dt-1693",,,,garment,,,,insigna blue,vibrant red,noir,,,,,,lafuma,lfv11301,1,0,1,0
1244,,drytex,,"shell 1 colors 2
dt-1693",,,,inside collar + bottom hem,,,,insigna blue,insigna blue,noir,,,,,,lafuma,lfv11301,1,0,1,0
1245,,local,,mesh,,,,body,,,,black,black,black,,,,,,lafuma,lfv11301,1,0,1,0
1246,,local,,nylon 210t,,,,sleeves lining + hood + pocket bag,,,,black,black,black,,,,,,lafuma,lfv11301,1,0,1,0
1247,,local,,critical seam tape,,,,hood / collar / shoulder / armhole,,,,clear,clear,clear,,,,,,lafuma,lfv11301,1,0,1,0
1248,,"max
zipper",,"zipper vislon # 5 - 1way - separable- autolock
sd51ma.rt
",,,,front zip,1,,,"vibrant red / insigna blue
tape: 820
teeth: 196
slider: 196","insigna blue / vibrant red
tape: 196
teeth: 820
slider: 820","grey / black
tape: 389
teeth: 580
slider: 580",,,,,,lafuma,lfv11301,0,1,1,0
1249,,"max
zipper",,"zipper reverse # 5 - 1way - non separable - non lock
sn52max
",,,,"hands pockets under flap (2)
chest pocket (1)",3,,,196,820,580,,,,,,lafuma,lfv11301,0,1,1,0
1250,,unitex,zp070-e,zipper cord 2 tone  16cm,,,,"front opening (1)
front pockets (2)
chest pocket (1)",4,,,vibrant,navy,carbone,,,,,,lafuma,lfv11301,0,1,1,0
1251,,local,,"2,5mm elastic cord ",,,,"bottom adjustment  (1)
hood adjustment (1)",2,,,black,black,black,,,,,,lafuma,lfv11301,0,1,1,0
1252,,unitex,eis15u-xmstp01,"new mmg cord stopper 
20mm+ slit",,,,"bottom adjustment  (1)
hood adjustment (2)",3,,,black,black,black,,,,,,lafuma,lfv11301,0,1,1,0
1253,,local,,10mm metal eyelet,,,,"bottom adjustment  (2)
hood adjustment (4)",6,,,antic silver,antic silver,antic silver,,,,,,lafuma,lfv11301,0,1,1,0
1254,,unitex,cp-a1,plastic pearl,,,,hood adjustment (2),2,,,black,black,black,,,,,,lafuma,lfv11301,0,1,1,0
1255,,local,,10mm nylon webbing ,,,,"bottom adjustment  (2)
hood adjustment (2)",4,,,black,black,black,,,,,,lafuma,lfv11301,0,1,1,0
1256,,local / pahio,,"velcro female (rounded corner)
12x60mm",,,,"hood (3)
collar (3)",6,,,"tone on tone
t0535","tone on tone 
t0137","tone on tone
black",,,,,,lafuma,lfv11301,0,1,1,0
1257,,local / pahio,,"velcro male (rounded corner)
12x60mm",,,,collar flap (3),3,,,"tone on tone
t0535","tone on tone 
t0137","tone on tone
black",,,,,,lafuma,lfv11301,0,1,1,0
1258,,local / pahio,,"velcro female ( rounded corner)
20x80mm",,,,"back hood adjustment
on  garment  ",1,,,"tone on tone
t0535","tone on tone 
t0137","tone on tone
black",,,,,,lafuma,lfv11301,0,1,1,0
1259,,local / pahio,,"velcro male ( rounded corner)
20x60mm",,,,"back hood adjustment 
on  flap ",1,,,"tone on tone
t0535","tone on tone 
t0137","tone on tone
black",,,,,,lafuma,lfv11301,0,1,1,0
1260,,local / pahio,,"velcro female ( rounded corner)
20x100mm",,,," cuff adjustment
on  garment  ",2,,,"tone on tone
t0535","tone on tone 
t0137","tone on tone
black",,,,,,lafuma,lfv11301,0,1,1,0
1261,,local / pahio,,"velcro male ( rounded corner)
20x60mm",,,," cuff adjustment
on  flap ",2,,,"tone on tone
t0535","tone on tone 
t0137","tone on tone
black",,,,,,lafuma,lfv11301,0,1,1,0
1262,,ming shang,,embroidery  lafuma 72 mm,,,,right front / top,1,,,"vibrant red
10007","insigna blue
40002","grey
 f488",,,,,,lafuma,lfv11301,0,1,1,0
1263,,ming shang,,embroidery lafuma feuille 20 mm,,,,left sleeve / top,1,,,"vibrant red
10007","insigna blue
40002","grey
 f488",,,,,,lafuma,lfv11301,0,1,1,0
1264,,triple star,, climactive woven fly,,,,bottom left back,1,,,"standard
black","standard
black","standard
black",,,,,,lafuma,lfv11301,0,1,1,0
1265,,sml,lw034-e,main label medium size,,,,neckline / centered ,1,,,orange ,orange ,orange ,,,,,,lafuma,lfv11301,0,1,1,0
1266,,sml,lws18-01,"size woven label mmg 
men alpha/top",,,,neckline / centered ,1,,,standard,standard,standard,,,,,,lafuma,lfv11301,0,1,1,0
1267,,local,lc011-e,care label & p.o. label,,,,left side seam ,1,,,white satin ,white satin ,white satin ,,,,,,lafuma,lfv11301,0,1,1,0
1268,,triple star,ht394299-e,hang tag low impact,,,,on top of corporate ht,1,,,standard,standard,standard,,,,,,lafuma,lfv11301,0,1,1,0
1269,,triple star,"small
ht-394082-e",hangtag lafuma corporate,,,,left side pocket,1,,,standard,standard,standard,,,,,,lafuma,lfv11301,0,1,1,0
1270,,triple star,"small
ht394146-e",hang tag climactive,,,,refer artwork for position ,1,,,standard,standard,standard,,,,,,lafuma,lfv11301,0,1,1,0
1271,,triple star,ht394145-e,hang tag pfc free,,,,on back of corporate ht,1,,,standard,standard,standard,,,,,,lafuma,lfv11301,0,1,1,0
1272,,local,,polybag,,,,,1,,,,,,,,,,,lafuma,lfv11301,0,1,1,0
1273,,libolon,,"shell 1 
06302 5k/5k",,,,garment,,,,heather grey,ink/noir,burgundy laf,,,,,,lafuma,lfv11412,1,0,1,0
1274,,local,,mesh,,,,body,,,,grey,black,black,,,,,,lafuma,lfv11412,1,0,1,0
1275,,local,,taffetas nylon 210t,,,,sleeves lining + hood + pocket bag + front panel lining,,,,grey,black,black,,,,,,lafuma,lfv11412,1,0,1,0
1276,,local,,"brush tricot 
ref: am1378 asia fit",,,,chin guard,,,,grey,black,black,,,,,,lafuma,lfv11412,1,0,1,0
1277,,local,,full seam tape,,,,full body,,,,clear,clear,clear,,,,,,lafuma,lfv11412,1,0,1,0
1278,,local,,non woven,,,,flaps + embroideries backside,,,,white,white,white,,,,,,lafuma,lfv11412,1,0,1,0
1279,,local,,"shell 2
pr20 nylon fd
",,,,inner jkt - ,,,,black,"azur blue
19-4050 tcx",black,,,,,,lafuma,lfv11412,1,0,0,1
1280,,local,,taffetas lining 210 t ,,,,"sleeves
pockets lining ",,,,grey,black,black,,,,,,lafuma,lfv11412,1,0,0,1
1281,,local,,"brush tricot 
ref: am1378 asia fit",,,,body lining,,,,grey,black,black,,,,,,lafuma,lfv11412,1,0,0,1
1282,,primaloft,,"insulation 
primaloft black eco 100 grs
",,,,body  & sleeve,,,,standard,standard,standard,,,,,,lafuma,lfv11412,1,0,0,1
1283,,"max
zipper",,"zipper vislon # 5 - 1way - separable- autolock
sd51ma.rt
",,,,front zip,1,,,"grey
301","eclipse blue
960","burgundy
048",,,,,,lafuma,lfv11412,0,1,1,0
1284,,ykk  zipper,,"zipper vislon #5- 1way - left insert
vsor-56 da86 e p14 kensin musi n-anti newkob4",,,,front zip (inside jkt) / 3in1 system,1,,,"grey/black
tape : 301
teeth : 580","eclipse blue/azur blue
tape : 960
teeth : 918","black/burgundy
tape : 580
teeth : 048",,,,,,lafuma,lfv11412,0,1,1,0
1285,,"max
zipper",,"zipper reverse # 5 - 1way - non separable - non lock
sn52max
",,,,"hands pockets under flap (2)
chest pocket (1)",3,,,"grey
301","eclipse blue
960","burgundy
048",,,,,,lafuma,lfv11412,0,1,1,0
1286,,ykk  zipper,,"nylon  #3 - 1way -
non separable -non lock - drop puller ",,,,inner pocket ,1,,,"grey
301","eclipse blue
960","burgundy
048",,,,,,lafuma,lfv11412,0,1,1,0
1287,,dragon times,zp072-e,cord puller,,,,"front opening (1)
",1,,,noir,azur blue,noir,,,,,,lafuma,lfv11412,0,1,1,0
1288,,dragon times,zp072-e,cord puller,,,,"front pockets (2)
chest pocket (1)",3,,,noir,saphir,noir,,,,,,lafuma,lfv11412,0,1,1,0
1289,,local,,"17mm  metal snap  
(male & female)  (nvisible)",,,,front flap (2 on top + 1 on bottom),3,,,antic silver,antic silver,antic silver,,,,,,lafuma,lfv11412,0,1,1,0
1290,,local,,"17mm  metal snap  
(male & female)  (nvisible)",,,,"front hood & collar flap (4)
back hood removable system  (3)",7,,,antic silver,antic silver,antic silver,,,,,,lafuma,lfv11412,0,1,1,0
1291,,local,,"17mm metal snap  
( female)  (nvisible)",,,,"removable hood system
back collar flap  (3)",3,,,antic silver,antic silver,antic silver,,,,,,lafuma,lfv11412,0,1,1,0
1292,,local,,"2,5mm elastic cord ",,,,"bottom adjustment  (1)
hood adjustment (1)",2,,,black,black,black,,,,,,lafuma,lfv11412,0,1,1,0
1293,,unitex,eis15u-xmstp01,"new mmg cord stopper 
20mm+ slit",,,,"bottom adjustment  (1)
hood adjustment (2)",3,,,noir,noir,noir,,,,,,lafuma,lfv11412,0,1,1,0
1294,,local,,10mm metal eyelet,,,,"bottom adjustment  (2)
hood adjustment (4)",6,,,antic silver,antic silver,antic silver,,,,,,lafuma,lfv11412,0,1,1,0
1295,,unitex,cp-a1,plastic pearl,,,,hood adjustment (2),2,,,noir,noir,noir,,,,,,lafuma,lfv11412,0,1,1,0
1296,,yf zipper,eis15u-xmtre01,5mm polyester webbing ,,,,"bottom adjustment  (2)
hood adjustment (2)
to hold stopper and cord",4,,,noir,noir,noir,,,,,,lafuma,lfv11412,0,1,1,0
1297,,local / pahio,,"velcro female velvet (rounded corner)
10x60mm",,,,front flap,3,,,black,"eclipse blue
to539",black,,,,,,lafuma,lfv11412,0,1,1,0
1298,,local / pahio,,"velcro male hook (rounded corner)
10x60mm",,,,garment front,3,,,black,"eclipse blue
to539",black,,,,,,lafuma,lfv11412,0,1,1,0
1299,,local / pahio,,"velcro female velvet (rounded corner)
20x100mm",,,,"back hood adjustment
on  garment  ",1,,,black,"eclipse blue
to539",black,,,,,,lafuma,lfv11412,0,1,1,0
1300,,local / pahio,,"velcro male hook ( rounded corner)
20x60mm",,,,"back hood adjustment 
on  flap ",1,,,black,"eclipse blue
to539",black,,,,,,lafuma,lfv11412,0,1,1,0
1301,,local / pahio,,"velcro female velvet (rounded corner)
20x100mm",,,," cuff adjustment
on  garment  ",2,,,black,"eclipse blue
to539",black,,,,,,lafuma,lfv11412,0,1,1,0
1302,,local / pahio,,"velcro male hook (rounded corner)
20x60mm",,,," cuff adjustment
on  flap ",2,,,black,"eclipse blue
to539",black,,,,,,lafuma,lfv11412,0,1,1,0
1303,,local,,12mm nylon webbing ,,,,"jkt connection 
neckline  (1)
sleeves connection(2)",3,,,black,black,black,,,,,,lafuma,lfv11412,0,1,1,0
1304,,local,,10 mm plastic snap,,,,"jkt connection 
neckline  (1)
sleeves connection(2)",3,,,black,black,black,,,,,,lafuma,lfv11412,0,1,1,0
1305,,ykk  zipper,,"zipper vislon # 5 - 1way - right insert
vsor-58 du4 e p14 kensin musi n-anti newkob4",,,,front zip,1,,,"black/grey
tape : 580
teeth : 301","eclipse blue/azur blue
tape : 960
teeth : 918","black/burgundy
tape : 580
teeth : 048",,,,,,lafuma,lfv11412,0,1,0,1
1306,,"max
zipper",,"zipper reverse # 5 - 1way - non separable - non lock
sn52max
",,,,hands pockets under flap (2),2,,,"grey
301","eclipse blue
960","burgundy
048",,,,,,lafuma,lfv11412,0,1,0,1
1307,,yf zipper,eis15u-xmtre01,mmg webbing 5mm width,,,,"jkt connection 
back neckline  (1)
bottom  sleeves (2)",3,,,noir,dark skyfall 2,noir,,,,,,lafuma,lfv11412,0,1,0,1
1308,,wilson group,eb011-e,elastic binding total width 20mm,,,,bottom sleeve hem,2,,,noir,abyss,noir,,,,,,lafuma,lfv11412,0,1,0,1
1309,,local / ming shyang,,embroidery  lafuma 72 mm,,,,right front / top,1,,,"grey
e414","eclipse blue
30055",black,,,,,,lafuma,lfv11412,0,1,1,0
1310,,local / ming shyang,,embroidery lafuma feuille 20 mm,,,,left sleeve / top,1,,,"grey
e414","eclipse blue
30055",black,,,,,,lafuma,lfv11412,0,1,1,0
1311,,triple star,lw050-e, climactive woven fly,,,,left side seam ,1,,,black,black,black,,,,,,lafuma,lfv11412,0,1,1,0
1312,,local / ming shyang,,embroidery  lafuma 72 mm,,,,right front / top,1,,,"grey
e414","eclipse blue
30055","burgundy
f194",,,,,,lafuma,lfv11412,0,1,0,1
1313,,local / ming shyang,,embroidery lafuma feuille 20 mm,,,,left sleeve / top,1,,,"grey
e414","eclipse blue
30055","burgundy
f194",,,,,,lafuma,lfv11412,0,1,0,1
1314,,primaloft,l-2000,primaloft label,,,,left side seam ,1,,,,,,,,,,,lafuma,lfv11412,0,1,1,0
1315,,sml,lw034-e,"woven label
",,,,neckline / centered ,1,,,orange ,,,,,,,,lafuma,lfv11412,0,1,1,0
1316,,sml,lws18-01,"size woven label mmg 
men alpha/top",,,,neckline / centered ,1,,,standard,,,,,,,,lafuma,lfv11412,0,1,1,0
1317,,local,lc011-e,care label & p.o. label,,,,left side seam ,1,,,white satin ,,,,,,,,lafuma,lfv11412,0,1,1,0
1318,,sml,lw034-e,"woven label
",,,,neckline / centered ,1,,,orange ,,,,,,,,lafuma,lfv11412,0,1,0,1
1319,,sml,lws18-01,"size woven label mmg 
men alpha/top",,,,neckline / centered ,1,,,"standard
",,,,,,,,lafuma,lfv11412,0,1,0,1
1320,,local,lc011-e,care label & p.o. label,,,,left side seam ,,,,white satin ,,,,,,,,lafuma,lfv11412,0,1,0,1
1321,,triple star,ht394325/ne,hang tag mix & match,,,,front zipper,1,,,standard,,,,,,,,lafuma,lfv11412,0,1,1,0
1322,,triple star,ht394299-e,hang tag low impact,,,,,1,,,standard,,,,,,,,lafuma,lfv11412,0,1,1,0
1323,,triple star,"small
ht-394082-e",hangtag lafuma corporate,,,,left side pocket,1,,,standard,,,,,,,,lafuma,lfv11412,0,1,1,0
1324,,triple star,"small
ht394146-e",hang tag climactive,,,,refer artwork for position ,1,,,standard,,,,,,,,lafuma,lfv11412,0,1,1,0
1325,,primaloft,h-3001,"hang tag"" primaloft"" black eco ",,,,,1,,,standard,,,,,,,,lafuma,lfv11412,0,1,1,0
1326,,triple star,ht394145-e,hang tag pfc free,,,,,1,,,standard,,,,,,,,lafuma,lfv11412,0,1,1,0
1327,,local,,polybag,,,,,1,,,,,,,,,,,lafuma,lfv11412,0,1,1,0
1328,,libolon,,"shell 1 
06302",,,,garment,,,,heather grey,heather grey,ink/noir,burgundy laf,,,,,lafuma,lfv11420,1,0,1,0
1329,,local,,mesh,,,,body,,,,grey,grey,black,black,,,,,lafuma,lfv11420,1,0,1,0
1330,,local,,taffetas nylon 210t,,,,sleeves lining + hood + pocket bag + front panel lining,,,,grey,grey,black,black,,,,,lafuma,lfv11420,1,0,1,0
1331,,local,,"brush tricot 
ref: am1378 asia fit",,,,chin guard,,,,grey,grey,black,black,,,,,lafuma,lfv11420,1,0,1,0
1332,,local,,full seam tape,,,,full body,,,,clear,clear,clear,clear,,,,,lafuma,lfv11420,0,1,1,0
1333,,local,,non woven,,,,flaps + embroideries backside,,,,white,white,white,white,,,,,lafuma,lfv11420,1,0,1,0
1334,,"max
zipper",,"zipper vislon # 5 - 1way - separable- autolock
sd51ma.rt
",,,,front zip,1,,,black 580,"grey
301","eclipse blue
960","burgundy
048",,,,,lafuma,lfv11420,0,1,1,0
1335,,ykk  zipper,,"zipper vislon #5- 1way - left insert
vsor-56 da86 e p14 kensin musi n-anti newkob4",,,,front zip (inside jkt) / 3in1 system,1,,,black 580,"grey/black
tape : 301
teeth : 580","eclipse blue/azur blue
tape : 960
teeth : 918","black/burgundy
tape : 580
teeth : 048",,,,,lafuma,lfv11420,0,1,1,0
1336,,"max
zipper",,"zipper reverse # 5 - 1way - non separable - non lock
sn52max
",,,,"hands pockets under flap (2)
chest pocket (1)",3,,,black 580,"grey
301","eclipse blue
960","burgundy
048",,,,,lafuma,lfv11420,0,1,1,0
1337,,ykk  zipper,,"nylon  #3 - 1way -
non separable -non lock - drop puller ",,,,inner pocket ,1,,,black 580,"grey
301","eclipse blue
960","burgundy
048",,,,,lafuma,lfv11420,0,1,1,0
1338,,dragon times,zp072-e,cord puller,,,,"front opening (1)
",1,,,noir,noir,azur blue,noir,,,,,lafuma,lfv11420,0,1,1,0
1339,,dragon times,,cord puller,,,,"front pockets (2)
chest pocket (1)",3,,,noir,noir,saphir,noir,,,,,lafuma,lfv11420,0,1,1,0
1340,,local,,"2,5mm elastic cord ",,,,"bottom adjustment  (1)
hood adjustment (1)",2,,,black,black,black,black,,,,,lafuma,lfv11420,0,1,1,0
1341,,unitex,eis15u-xmstp01,"mmg cord stopper
20mm+slit",,,,"bottom adjustment  (1)
hood adjustment (2)",3,,,noir,noir,noir,noir,,,,,lafuma,lfv11420,0,1,1,0
1342,,local,,10mm metal eyelet,,,,"bottom adjustment  (2)
hood adjustment (4)",6,,,antic silver,antic silver,antic silver,antic silver,,,,,lafuma,lfv11420,0,1,1,0
1343,,unitex,cp-a1,plastic pearl,,,,hood adjustment (2),2,,,noir,noir,noir,noir,,,,,lafuma,lfv11420,0,1,1,0
1344,,yf zipper,eis15u-xmtre01,5mm polyester webbing ,,,,"bottom adjustment  (2)
hood adjustment (2)
to hold stopper and cord",4,,,noir,noir,noir,noir,,,,,lafuma,lfv11420,0,1,1,0
1345,,local,,"17mm  metal snap  
(male & female)  (nvisible)",,,,front flap (2 on top + 1 on bottom),3,,,antic silver,antic silver,antic silver,antic silver,,,,,lafuma,lfv11420,0,1,1,0
1346,,local,,"17mm  metal snap  
(male & female)  (nvisible)",,,,"front hood & collar flap (4)
back hood removable system  (3)",7,,,antic silver,antic silver,antic silver,antic silver,,,,,lafuma,lfv11420,0,1,1,0
1347,,local / pahio,,"velcro female velvet (rounded corner)
10x60mm",,,,front flap,3,,,black,black,"eclipse blue
to539",black,,,,,lafuma,lfv11420,0,1,1,0
