,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
25,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,keyclip,,as last year production,,,,,,,,1,none,none,none,,,black,,,,black,black,right hand pocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,0,0,0,,,military,,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"grosgrain 1/4""",,please source,,,,,,,,1 per side = 2,none,none,none,,,black,,,,black,black,hood cord locks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"grosgrain 1/4""",,xxx,,,,,,,,1,none,none,none,,,black,,,,black,black,attach keyclip right hand pocket ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,grosgrain,,xxx,,,,,,,,1,none,none,none,,,black,,,,black,black,powder skirt - side tabs jacket to pant connection ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",,none,,,,,,,,2,none,none,none,,,black,,,,black,black,powder skirt - side tabs jacket to pant connection ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"shell fabric tab  1"" x 1"" wrap around ",,none,,,,,,,,1,none,none,none,,,match to shell,,,,match to shell,match to shell,jacket to pant connection center back on tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"shell fabric tab  1"" x 1"" wrap around ",,none,,,,,,,,1,none,none,none,,,match to shell,,,,match to shell,match to shell,jacket to pant connection center back under snap on gripper elastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"shell fabric tab 3/4"" x  1"" ",,none,,,,,,,,1 per side = 2,none,none,none,,,match to shell,,,,match to shell,match to shell,jacket to pant connection at side tabs under snaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"elastic 1"" x 4""",,none,,,,,,,,1,none,none,none,,,black,,,,black,black,powder skirt middle tab - jacket to pant connection ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"elastic 1/4"" ",,none,,,,,,,,1,none,none,none,,,black,,,,black,black,cable guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,elastine binding,,xxx,,,,,,,,1,none,none,none,,,black,,,,black,black,goggle pocket binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,gripper elastic 25mm non logo,,mtt0022,,,,,,,,1,none,none,none,,,black,,,,black,black,powder skirt hem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"l1-2018-trim-030
two-color shock cord
see color ups for 
colors",,chun wo ho /,,,,,,,,1,none,none,none,,,"two-color shock cord =
colorway: 4
19-0515 tcx military/
17-0620 tcx dusty green",,,,"two-color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal","two-color shock cord =
colorway: 5
18-0513 tcx walnut/
19-4006 tcx black",hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,0,0,0,,,military,,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,L1-103-18_GRIMEY_4-03-17_TRIMS.csv," 1/2"" x 1 1/2"" velcro with rounded corners",,paiho / loop#1057 / hooketn7,,,,,,,,1,none,none,none,,,match to shell,,,,match to shell,match to shell,chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,L1-103-18_GRIMEY_4-03-17_TRIMS.csv," 1/2"" x 3 velcro with rounded corners",,paiho / loop#1057 / hooketn7,,,,,,,,4,none,none,none,,,match to shell,,,,match to shell,match to shell,center front placket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"1"" x 3 3/4"" velcro with rounded corners",,paiho / loop#1057,,,,,,,,1 per side = 2,none,none,none,,,match to shell,,,,match to shell,match to shell,cuff on body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,"1"" x 2 1/2"" velcro with rounded corners",,paiho / hooketn7,,,,,,,,1 per side = 2,none,none,none,,,match to shell,,,,match to shell,match to shell,cuff on tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,thread,,spi,,,,,,,,amount,0,0,0,,,military,,,,black,walnut,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,seams,,10-12 spi,,,,,,,,none,none,none,none,,,match to shell,,,,match to shell,match to shell,30/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,topstitch,,8-10 spi,,,,,,,,none,none,none,none,,,match to shell,,,,match to shell,match to shell,30/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,bartacks,,none,,,,,,,,none,none,none,none,,,match to shell,,,,match to shell,match to shell,100/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,sleeve gaiter cover stitch,,must be stretch thread,,,,,,,,none,none,none,none,,,match to shell,,,,match to shell,match to shell,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,0,0,,,military,,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,10k/10k critically taped,,soluna/ main label,,,,,,,,1,none,none,none,,,10k/10k critically taped,,,,10k/10k critically taped,10k/10k critically taped,center back below neck seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,size label (sample size l),,soluna/ size label,,,,,,,,1,none,none,none,,,"xs, s, m, l, xl",,,,"xs, s, m, l, xl","xs, s, m, l, xl",center back below main label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,0,0,,,military,,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,mens jacket hang tag,,soluna/ mens jacket hang tag,,,,,,,,1,none,none,none,,,mens jacket hang tag,,,,mens jacket hang tag,mens jacket hang tag,left side hand pocket zipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,0,0,,,military,,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,address label,,factory sourced,,,,,,,,1,none,none,none,,,address label,,,,address label,address label,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,content label,,factory sourced,,,,,,,,1,none,none,none,,,content label,,,,content label,content label,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,L1-103-18_GRIMEY_4-03-17_TRIMS.csv,washing label,,factory sourced,,,,,,,,1,none,none,none,,,washing label,,,,washing label,washing label,lining left side seam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-206-17_STRAIGHT_LEG_CHINO_PANT_SHELL.csv,all shell is same fabric,"new stretch twill 10k/10k laminate c6 dwr, $4.28",raco 950703-b,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-206-17_STRAIGHT_LEG_CHINO_PANT_SHELL.csv,insulation,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-206-17_STRAIGHT_LEG_CHINO_PANT_SHELL.csv,seam tape,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-206-17_STRAIGHT_LEG_CHINO_PANT_SHELL.csv,lining,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-206-17_STRAIGHT_LEG_CHINO_PANT_SHELL.csv,main body,small hole mesh ,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-206-17_STRAIGHT_LEG_CHINO_PANT_SHELL.csv,lower leg & gaiter,coated 210t,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-206-17_STRAIGHT_LEG_CHINO_PANT_SHELL.csv,waistband & fly,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-206-17_STRAIGHT_LEG_CHINO_PANT_SHELL.csv,hand pocket lining,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-202-18_OVERALL_04_05_17_TRIMS.csv, #5 coil zipper,,ykk / 1-way semi auto locking dalh,,,,,,,,1,none,,,,,,silder/pull color: x antique copper zipper tape color: black,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,fly ,,,,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-202-18_OVERALL_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,,,,,,silder/pull color: x antique copper zipper tape color: black,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,hand pockets,,,,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-202-18_OVERALL_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1,none,,,,,,silder/pull color: x antique copper zipper tape color: black,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,back right pocket,,,,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-202-18_OVERALL_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 2-way non locking / dadhr diecast wire (zip down to close),,,,,,,,1,none,,,,,,silder/pull color: x antique copper zipper tape color: black,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,balls out venting,,,,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-202-18_OVERALL_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,,,,,,silder/pull color: x antique copper zipper tape color: black,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,hem gusset ,,,,,silder/pull color: x antique copper zipper tape color: black,silder/pull color: x antique copper zipper tape color: black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-202-18_OVERALL_04_05_17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,bone,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-202-18_OVERALL_04_05_17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,,,,,,match to shell,,match to shell,match to shell,,hand pocket zippers,,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-202-18_OVERALL_04_05_17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1,none,,,,,,match to shell,,match to shell,match to shell,,back right pocket,,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1-202-18_OVERALL_04_05_17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,,,,,,match to shell,,match to shell,match to shell,,balls out venting,,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1-202-18_OVERALL_04_05_17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,,,,,,match to shell,,match to shell,match to shell,,hem gusset ,,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1-202-18_OVERALL_04_05_17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,bone,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"l1-2018-trim-021
l1 donut post shank",,luks,,,,,,,,6,none,,,,,,doxcp dull oxidized copper,,doxcp dull oxidized copper,doxcp dull oxidized copper,,"front strap closure (2), side entry closure (2 per side 4)",,,,,doxcp dull oxidized copper,doxcp dull oxidized copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"l1-2018-trim-008
new standard snap ",,luks,,,,,,,,3,none,,,,,,doxcp dull oxidized copper,,doxcp dull oxidized copper,doxcp dull oxidized copper,,"chest pocket (2), leg pocket (1)",,,,,doxcp dull oxidized copper,doxcp dull oxidized copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"l1-2018-trim-019 / 
l1 10mm denim rivet",,luks,,,,,,,,6,none,,,,,,doxcp dull oxidized copper,,doxcp dull oxidized copper,doxcp dull oxidized copper,,"hand pocket edges (4), back left pocket edges (2)",,,,,doxcp dull oxidized copper,doxcp dull oxidized copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"l1-2018-trim-027
l1 faux leather patch",,please source,,,,,,,,1,none,,,,,,brown faux leather,,brown faux leather,brown faux leather,,chest pocket,,,,,brown faux leather,brown faux leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"l1-2018-trim-006
large brown leather hem wrap / artwork debossed 1mm",,please source,,,,,,,,1,none,,,,,,brown faux leather,,brown faux leather,brown faux leather,,back left pocket,,,,,brown faux leather,brown faux leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"l1-2018-trim-023 / 
l1 faux leather denim patch",,please source,,,,,,,,1,none,,,,,,brown faux leather,,brown faux leather,brown faux leather,,back right waist band,,,,,brown faux leather,brown faux leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,please source,,,,,,,,1,none,,,,,,matching,,matching,matching,,front left hem,,,,,matching,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L1-202-18_OVERALL_04_05_17_TRIMS.csv,trims,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,bone,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L1-202-18_OVERALL_04_05_17_TRIMS.csv,15mm metal snap,,luk's / 404,,,,,,,,1 per side = 2,none,,,,,,doxcp dull oxidized copper,,doxcp dull oxidized copper,doxcp dull oxidized copper,,"""finger snap hem adjust"" back gaiter/ pant hem",,,,,doxcp dull oxidized copper,doxcp dull oxidized copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L1-202-18_OVERALL_04_05_17_TRIMS.csv,boot hook,,xxx,,,,,,,,1 per side = 2,none,,,,,,doxcp dull oxidized copper,,doxcp dull oxidized copper,doxcp dull oxidized copper,,front gaiter,,,,,doxcp dull oxidized copper,doxcp dull oxidized copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,L1-202-18_OVERALL_04_05_17_TRIMS.csv,keyclip,,xxx,,,,,,,,1,none,,,,,,black,,black,black,,right leg pocket,,,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,L1-202-18_OVERALL_04_05_17_TRIMS.csv,metal clip and strap adjust,,xxx,,,,,,,,1 set per side = 2 sets,none,,,,,,doxcp dull oxidized copper,,doxcp dull oxidized copper,doxcp dull oxidized copper,,front of shoulder straps,,,,,doxcp dull oxidized copper,doxcp dull oxidized copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L1-202-18_OVERALL_04_05_17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,bone,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L1-202-18_OVERALL_04_05_17_TRIMS.csv,self fabric tab 1x1,,factory,,,,,,,,1 per side = 2,none,,,,,,match to shell,,match to shell,match to shell,,front gaiter under boot hook,,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L1-202-18_OVERALL_04_05_17_TRIMS.csv,self fabric tab 1x1,,factory,,,,,,,,1 per side = 2,none,,,,,,match to shell,,match to shell,match to shell,,back gaiter under finger snap hem adjust,,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"grossgrain 1/4""",,factory,,,,,,,,1,none,,,,,,black,,black,black,,attach key clip in right leg pocket,,,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,L1-202-18_OVERALL_04_05_17_TRIMS.csv,"grossgrain 1/4""",,factory,,,,,,,,1,none,,,,,,black,,black,black,,balls out venting mesh guard,,,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,L1-202-18_OVERALL_04_05_17_TRIMS.csv,gripper elastic 25mm non logo,,mtt0022,,,,,,,,2,none,,,,,,black,,black,black,,leg gaiters,,,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,L1-202-18_OVERALL_04_05_17_TRIMS.csv,38mm flat elastic,,chun wo ho (please look at photo in pdf and source similar elastic.,,,,,,,,1 per side = 2,none,,,,,,black,,black,black,,front shoulder straps,,,,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,L1-202-18_OVERALL_04_05_17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,bone,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,L1-202-18_OVERALL_04_05_17_TRIMS.csv," 1/2"" x 1 1/2"" velcro with rounded corners",,"paiho / loop#1057, paiho / hooketn7",,,,,,,,1,none,,,,,,match to shell,,match to shell,match to shell,,chest pocket (hidden),,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,L1-202-18_OVERALL_04_05_17_TRIMS.csv," 1/2""x1 velcro with rounded corners",,xxx,,,,,,,,xxx,none,,,,,,match to shell,,match to shell,match to shell,,back left pocket (hidden),,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,L1-202-18_OVERALL_04_05_17_TRIMS.csv," 1/2"" x full length velcro with rounded corners",,"paiho / loop#1057, paiho / hooketn7",,,,,,,,1,none,,,,,,match to shell,,match to shell,match to shell,,right leg pocket (upper),,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,L1-202-18_OVERALL_04_05_17_TRIMS.csv," 1/2"" x 1 1/2"" velcro with rounded corners",,"paiho / loop#1057, paiho / hooketn7",,,,,,,,2,none,,,,,,match to shell,,match to shell,match to shell,,right leg pocket (lower),,,,,match to shell,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,L1-202-18_OVERALL_04_05_17_TRIMS.csv,thread,,spi,,,,,,,,amount,0,,,,,,ink,,bone,black,,supplier/ ref number,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,L1-202-18_OVERALL_04_05_17_TRIMS.csv,seams,,10-12 spi,,,,,,,,regular thread,none,,,,,,matching,,matching,matching,,30/2,,,,,matching,matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,L1-202-18_OVERALL_04_05_17_TRIMS.csv,denim weight topstitch,,8-10 spi,,,,,,,,heavy weight topstitch thread,none,,,,,,matching,,matching,matching,,none,,,,,matching,matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,L1-202-18_OVERALL_04_05_17_TRIMS.csv,bartacks,,none,,,,,,,,regular thread,none,,,,,,matching,,matching,matching,,100/2,,,,,matching,matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,L1-202-18_OVERALL_04_05_17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,bone,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,L1-202-18_OVERALL_04_05_17_TRIMS.csv,10k/10k fully taped,,soluna/ main label,,,,,,,,1,none,,,,,,none,,none,10k/10k fully taped,,inner front right,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,L1-202-18_OVERALL_04_05_17_TRIMS.csv,size label (sample size l),,soluna/ size label,,,,,,,,1,none,,,,,,none,,none,"xs, s, m, l, xl",,center back ,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,L1-202-18_OVERALL_04_05_17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,bone,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,L1-202-18_OVERALL_04_05_17_TRIMS.csv,mens jacket hang tag,,soluna/ mens jacket hang tag,,,,,,,,1,none,,,,,,none,,none,mens jacket hang tag,,left side hand pocket zipper,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,L1-202-18_OVERALL_04_05_17_TRIMS.csv,pant regular fit hang tag,,soluna/ pant fit hang tag,,,,,,,,1,none,,,,,,none,,none,pant regular fit hang tag,,left side hand pocket zipper,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,L1-202-18_OVERALL_04_05_17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,,,,,,ink,,bone,black,,location,,,,,soil,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-101-18_ALPHA_4-7-17_SHELL.csv,"20k/20k 3layer
printable tricot on inside
",,lucky / 20k/20k ltc32509-r5-h474 3l /  c6 dwr 80/10,100% polyester,,,,none,none,,,,,,a,silt,,,,,black,walnut,,,,,,,,dusty green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-101-18_ALPHA_4-7-17_SHELL.csv,insulation,,supplier/ reference number,content,,,,0,0,,,,,,location ,silt,,,,,black,walnut,,,,,,,,dusty green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-101-18_ALPHA_4-7-17_SHELL.csv,seam tape,,supplier/ reference number,content,,,,0,0,,,,,,location ,silt,,,,,black,walnut,,,,,,,,dusty green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-101-18_ALPHA_4-7-17_SHELL.csv,seam tape (possibly printed),,lucky / 15mm ltc32509-r5-h474 3l - seam tape ,100% polyester,,,,none,none,,,,,,fully seam sealed,fully seam sealed,,,,,fully seam sealed,fully seam sealed,,,,,,,,fully seam sealed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-101-18_ALPHA_4-7-17_SHELL.csv,lining,,supplier/ reference number,content,,,,0,0,,,,,,location ,silt,,,,,black,walnut,,,,,,,,dusty green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
